course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
C017074,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Interview & Exam Prep,Intermediate,DataCamp,Interactive Lab,"Learn Autonomous & EV Automotive Engineer Portfolio the applied way -- problem sets, mock interviews and certification objectives with timed practice tests. Skills built: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, interview preparation. Toolchain: matlab, simulink, canalyzer, dspace. Relevant careers: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; interview preparation; certification objectives; timed practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,21,3.9,3286,Autonomous & EV Automotive Engineer,automotive; mobility
C017075,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Hands-On Lab,Intermediate,Great Learning,Interactive Lab,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. A lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, lab exercises; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; lab exercises; debugging practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,27,4.2,1885,Autonomous & EV Automotive Engineer,automotive; mobility
C017076,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Interview & Exam Prep,Intermediate,Great Learning,Interactive Lab,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. Problem sets, mock interviews and certification objectives with timed practice tests. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, interview preparation; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; interview preparation; certification objectives; timed practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,19,3.9,2624,Autonomous & EV Automotive Engineer,automotive; mobility
C017077,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Crash Course,Intermediate,MITx,Video Course,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. A condensed, fast-paced overview of only the essentials, doable in a weekend. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, essentials only; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; essentials only; weekend intensive,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,12,4.3,771,Autonomous & EV Automotive Engineer,automotive; mobility
C017078,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Hands-On Lab,Intermediate,MITx,Interactive Lab,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. A lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, lab exercises; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; lab exercises; debugging practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,28,4.1,2839,Autonomous & EV Automotive Engineer,automotive; mobility
C017079,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Deep Theory,Intermediate,Udacity,Self-paced Reading,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. A rigorous first-principles course with proofs, derivations and links to current research. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, first principles; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; first principles; derivations; research context,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,22,4.4,432,Autonomous & EV Automotive Engineer,automotive; mobility
C017080,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied,Intermediate,Udacity,Video Course,"Learn Autonomous & EV Automotive Engineer Portfolio the applied way -- structured lectures with graded assignments and readings. Skills built: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet. Toolchain: matlab, simulink, canalyzer, dspace. Relevant careers: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,23,4.5,212,Autonomous & EV Automotive Engineer,automotive; mobility
C017081,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Project Track,Intermediate,NPTEL,Project-Based,"Autonomous & EV Automotive Engineer Portfolio taught as one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, portfolio project. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,21,4.0,903,Autonomous & EV Automotive Engineer,automotive; mobility
C017082,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Applied — Project Track,Intermediate,Coursera,Project-Based,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. One large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, portfolio project; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Foundations,34,3.7,1612,Autonomous & EV Automotive Engineer,automotive; mobility
C017083,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced,Advanced,Pluralsight,Video Course,"This course is an in-depth advanced study of Autonomous & EV Automotive Engineer Portfolio for Automobile Engineering learners -- structured lectures with graded assignments and readings. You practise EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation using matlab, simulink, canalyzer, dspace. Typical next roles: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,33,3.9,4217,Autonomous & EV Automotive Engineer,automotive; mobility
C017084,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Project Track,Advanced,edX,Project-Based,"Autonomous & EV Automotive Engineer Portfolio taught as one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,48,4.6,664,Autonomous & EV Automotive Engineer,automotive; mobility
C017085,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Interview & Exam Prep,Advanced,Great Learning,Interactive Lab,"Autonomous & EV Automotive Engineer Portfolio taught as problem sets, mock interviews and certification objectives with timed practice tests. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; interview preparation; certification objectives; timed practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,33,4.2,998,Autonomous & EV Automotive Engineer,automotive; mobility
C017086,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Crash Course,Advanced,Udemy,Video Course,"Autonomous & EV Automotive Engineer Portfolio taught as a condensed, fast-paced overview of only the essentials, doable in a weekend. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; essentials only; weekend intensive,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,31,4.3,2310,Autonomous & EV Automotive Engineer,automotive; mobility
C017087,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced,Advanced,Coursera,Video Course,"Learn Autonomous & EV Automotive Engineer Portfolio the applied way -- structured lectures with graded assignments and readings. Skills built: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Toolchain: matlab, simulink, canalyzer, dspace. Relevant careers: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,30,4.3,110,Autonomous & EV Automotive Engineer,automotive; mobility
C017088,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Hands-On Lab,Advanced,edX,Interactive Lab,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. A lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; lab exercises; debugging practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,44,4.8,2013,Autonomous & EV Automotive Engineer,automotive; mobility
C017089,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced,Advanced,LinkedIn Learning,Video Course,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. Structured lectures with graded assignments and readings. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,28,4.4,1550,Autonomous & EV Automotive Engineer,automotive; mobility
C017090,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Project Track,Advanced,DataCamp,Project-Based,"Autonomous & EV Automotive Engineer Portfolio taught as one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,66,4.6,2632,Autonomous & EV Automotive Engineer,automotive; mobility
C017091,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Crash Course,Advanced,LinkedIn Learning,Video Course,"This course is an in-depth advanced study of Autonomous & EV Automotive Engineer Portfolio for Automobile Engineering learners -- a condensed, fast-paced overview of only the essentials, doable in a weekend. You practise EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation using matlab, simulink, canalyzer, dspace. Typical next roles: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; essentials only; weekend intensive,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,18,4.8,2371,Autonomous & EV Automotive Engineer,automotive; mobility
C017092,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Crash Course,Advanced,Udacity,Video Course,"Autonomous & EV Automotive Engineer Portfolio taught as a condensed, fast-paced overview of only the essentials, doable in a weekend. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; essentials only; weekend intensive,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,19,4.0,1030,Autonomous & EV Automotive Engineer,automotive; mobility
C017093,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Industry Practicum,Advanced,edX,Instructor-led Live,"This course is an in-depth advanced study of Autonomous & EV Automotive Engineer Portfolio for Automobile Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation using matlab, simulink, canalyzer, dspace. Typical next roles: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; industry case studies; production workflows; tooling,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,44,4.7,264,Autonomous & EV Automotive Engineer,automotive; mobility
C017094,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Project Track,Advanced,MITx,Project-Based,"A Automobile Engineering-focused path through Autonomous & EV Automotive Engineer Portfolio. One large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Covers EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation; hands-on with matlab, simulink, canalyzer, dspace. Graduates move into roles like Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,47,4.0,376,Autonomous & EV Automotive Engineer,automotive; mobility
C017095,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Advanced — Deep Theory,Advanced,edX,Self-paced Reading,"Autonomous & EV Automotive Engineer Portfolio taught as a rigorous first-principles course with proofs, derivations and links to current research. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; system integration; first principles; derivations; research context,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Applied,50,4.5,261,Autonomous & EV Automotive Engineer,automotive; mobility
C017096,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone,Capstone,Udacity,Video Course,"This course is a portfolio capstone built around Autonomous & EV Automotive Engineer Portfolio for Automobile Engineering learners -- structured lectures with graded assignments and readings. You practise EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation using matlab, simulink, canalyzer, dspace. Typical next roles: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,57,4.3,2648,Autonomous & EV Automotive Engineer,automotive; mobility
C017097,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone — Crash Course,Capstone,Udacity,Video Course,"Autonomous & EV Automotive Engineer Portfolio taught as a condensed, fast-paced overview of only the essentials, doable in a weekend. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep; essentials only; weekend intensive,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,24,4.0,1136,Autonomous & EV Automotive Engineer,automotive; mobility
C017098,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone — Project Track,Capstone,edX,Project-Based,"Learn Autonomous & EV Automotive Engineer Portfolio the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Toolchain: matlab, simulink, canalyzer, dspace. Relevant careers: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,45,3.7,3288,Autonomous & EV Automotive Engineer,automotive; mobility
C017099,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone — Project Track,Capstone,Coursera,Project-Based,"Learn Autonomous & EV Automotive Engineer Portfolio the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Toolchain: matlab, simulink, canalyzer, dspace. Relevant careers: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep; portfolio project; real-world scenario,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,60,4.2,887,Autonomous & EV Automotive Engineer,automotive; mobility
C017100,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone — Industry Practicum,Capstone,Coursera,Instructor-led Live,"This course is a portfolio capstone built around Autonomous & EV Automotive Engineer Portfolio for Automobile Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation using matlab, simulink, canalyzer, dspace. Typical next roles: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep; industry case studies; production workflows; tooling,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,56,4.3,220,Autonomous & EV Automotive Engineer,automotive; mobility
C017101,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone — Crash Course,Capstone,Pluralsight,Video Course,"Autonomous & EV Automotive Engineer Portfolio taught as a condensed, fast-paced overview of only the essentials, doable in a weekend. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep; essentials only; weekend intensive,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,28,4.4,638,Autonomous & EV Automotive Engineer,automotive; mobility
C017102,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone — Hands-On Lab,Capstone,MITx,Interactive Lab,"Autonomous & EV Automotive Engineer Portfolio taught as a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Aimed at Automobile Engineering students and career changers. Core skills: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Tools: matlab, simulink, canalyzer, dspace. Prepares you for work as Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep; lab exercises; debugging practice,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,54,4.4,1109,Autonomous & EV Automotive Engineer,automotive; mobility
C017103,Automobile Engineering,Autonomous & EV Automotive Engineer Portfolio,Autonomous & EV Automotive Engineer Portfolio: Capstone,Capstone,NPTEL,Video Course,"Learn Autonomous & EV Automotive Engineer Portfolio the applied way -- structured lectures with graded assignments and readings. Skills built: EV Powertrain & Battery Management, MATLAB & Simulink Model-Based Design, Vehicle Dynamics & Chassis Engineering, CAN Bus & Automotive Ethernet, 3D CAD & Mechanical Simulation. Toolchain: matlab, simulink, canalyzer, dspace. Relevant careers: Autonomous & EV Automotive Engineer.",EV Powertrain & Battery Management; MATLAB & Simulink Model-Based Design; Vehicle Dynamics & Chassis Engineering; CAN Bus & Automotive Ethernet; 3D CAD & Mechanical Simulation; end-to-end portfolio project; job-readiness review; technical interview prep,matlab; simulink; canalyzer; dspace,Autonomous & EV Automotive Engineer Portfolio: Advanced,60,4.2,972,Autonomous & EV Automotive Engineer,automotive; mobility
